Recipe_name,Cuisine_type,Diet_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,estimated_weigth(g)
"Cauliflower Tabouli (Tabbouleh) Salad Recipe [Paleo, Keto, AIP]",middle eastern,keto,3.13,12.46,14.1,2022-10-16,18:08:04,29.69
Cauliflower Taco Bake,italian,keto,280.65,50.7,450.6,2022-10-16,17:58:23,781.95
"Cauliflower and Bacon Au Gratin (paleo, GF, dairy-free) recipes",french,paleo,60.6,81.73,167.05,2022-10-16,17:23:46,309.38
Cauliflower curry,indian,vegan,26.67,98.4,82.57,2022-10-16,20:10:58,207.64
Cauliflower steaks with roasted red pepper & olive salsa,american,vegan,16.25,39.91,39.3,2022-10-16,20:09:43,95.46
"Cauliflower, squash, coconut & lentil curry",indian,vegan,77.02,241.44,118.3,2022-10-16,20:10:10,436.76
Celebrate Fat Tuesday with the Pinnacle® Creole Mary!,american,dash,15.63,64.48,5.44,2022-10-16,20:31:51,85.55
Celebration Manhattans,world,dash,0.02,2.66,0.01,2022-10-16,20:30:23,2.69
"Celeriac, hazelnut & truffle soup",french,vegan,52.69,168.76,110.68,2022-10-16,20:06:59,332.13
Celery & Blue Cheese Dip with Tomato Juice,american,dash,10.32,10.65,9.37,2022-10-16,20:32:31,30.34
Celery Cider,mediterranean,dash,0.07,7.07,0.08,2022-10-16,20:29:20,7.22
Celery Daisy,world,dash,0.16,7.17,0.05,2022-10-16,20:36:05,7.38
Celery Leaf & Fennel Poached Salmon,nordic,keto,32.41,17.25,24.49,2022-10-16,17:58:10,74.15
Celery Leaf & Fennel Poached Salmon,nordic,paleo,32.41,17.25,24.49,2022-10-16,17:21:18,74.15
Ceviche-Style Shrimp and Chips,south american,dash,74.92,108.51,43.39,2022-10-16,20:37:53,226.82
Champagne and Summer Fruit Wedding Jelly recipes,french,dash,24.82,70.45,0.26,2022-10-16,20:32:37,95.53
Champs-Élysées Cocktail,world,dash,0.09,7.86,0.08,2022-10-16,20:31:11,8.03
Chana Masala Pockets with Tofu and Arugula,asian,vegan,212.76,609.53,108.18,2022-10-16,20:07:26,930.47
"Chana Saag (vegan, gluten free)",american,vegan,60.24,155.38,44.87,2022-10-16,20:06:38,260.49
Chard Stalk Hummus,mediterranean,mediterranean,30.55,47.32,86.47,2022-10-16,16:46:04,164.34
Chargrilled Artichokes Hummus [vegan],mediterranean,vegan,35.61,115.73,43.49,2022-10-16,20:05:04,194.83
Charleston Bread Pudding With Whiskey-Soaked Raisins,british,dash,70.01,544.27,129.05,2022-10-16,20:35:05,743.33
Charleston Cheese Dip,american,dash,94.62,48.36,339.5,2022-10-16,20:36:05,482.48
"Charred Corn, Radish, Jicama, and Green Bean Salad With Lime Dressing Recipe",japanese,vegan,13.52,81.22,72.01,2022-10-16,20:12:12,166.75
Charred Green Beans with Mustard Vinaigrette & Hazelnuts,american,vegan,13.8,38.34,62.36,2022-10-16,20:10:24,114.5
Charred Onion Dip,italian,dash,14.76,47.42,96.49,2022-10-16,20:30:43,158.67
Charred aubergines with white beans & salsa verde,mexican,vegan,100.96,337.54,186.26,2022-10-16,20:08:26,624.76
"Charred cauliflower, lemon & caper orzo",italian,vegan,19.38,93.24,11.53,2022-10-16,20:05:58,124.15
Cheater Baked beans,american,dash,50.04,263.64,37.63,2022-10-16,20:34:45,351.31
Cheater’s Maple Baked Beans on Toast recipes,american,vegan,34.0,133.4,9.01,2022-10-16,20:08:06,176.41
Cheddar Ginger Wafers Recipe,american,dash,64.84,109.96,123.89,2022-10-16,20:32:31,298.69
Cheddar Potato Casserole,italian,dash,20.46,122.46,48.55,2022-10-16,20:33:18,191.47
Cheddar and Pumpkin-seed Oatcakes,mediterranean,dash,43.5,92.78,61.37,2022-10-16,20:34:45,197.65
Cheese & Chutney Tostados,indian,dash,59.66,66.27,43.85,2022-10-16,20:33:31,169.78
Cheese Balls Three Ways,american,dash,16.27,13.57,179.47,2022-10-16,20:32:31,209.31
Cheese Straws,american,dash,166.065,390.8,355.605,2022-10-16,20:32:31,912.47
Cheese Wafers {Keto/Low Carb,american,keto,83.66,58.74,285.17,2022-10-16,18:04:19,427.57
Cheese and Bacon Soufflé Recipe,american,dash,124.88,40.01,217.71,2022-10-16,20:36:39,382.6
Cheese spinach stuffed chicken breast (keto / low carb),british,keto,216.17,7.21,76.41,2022-10-16,18:07:57,299.79
Cheesecake Factory's Fresh Banana Cream Cheesecake recipes,american,dash,120.61,762.65,686.38,2022-10-16,20:40:03,1569.64
Cheesy Broccoli Fritters,japanese,keto,67.87,64.91,170.29,2022-10-16,18:03:05,303.07
Cheesy Bruschetta Chicken,italian,dash,276.85,23.72,201.23,2022-10-16,20:36:39,501.8
Cheesy Chaffle Sandwiches with Avocado & Bacon,american,keto,118.4,41.7,171.12,2022-10-16,17:58:03,331.22
Cheesy Chicken Mediterranean Pasta Bake recipes,mediterranean,mediterranean,222.04,249.55,218.59,2022-10-16,16:48:31,690.18
Cheesy Greek-Style Baked Quinoa,mediterranean,mediterranean,73.56,143.19,89.34,2022-10-16,16:46:57,306.09
Cheesy Keto Creamed Spinach,french,keto,37.82,21.6,76.83,2022-10-16,18:01:51,136.25
Cheesy Keto Pinwheels recipes,american,keto,82.63,342.01,105.41,2022-10-16,18:01:37,530.05
Cheesy Keto Pizza Crust,italian,keto,34.24,7.21,47.55,2022-10-16,18:01:10,89.0
Cheesy Onion Artichoke Dip,mediterranean,dash,95.87,106.94,184.28,2022-10-16,20:32:18,387.09
Cheesy Sausage and Egg Keto Casserole,american,keto,128.64,46.61,177.76,2022-10-16,18:04:53,353.01
Cheesy Vegan Brussels Sprout Chips,american,vegan,12.37,27.62,14.54,2022-10-16,20:06:05,54.53
Cheeto-Crusted Jalapeño Poppers With Bacon,mexican,dash,76.49,84.83,274.91,2022-10-16,20:31:44,436.23
Chef Chloe's Best-Ever Vegan Baked Macaroni and Cheese,american,vegan,133.22,511.08,63.01,2022-10-16,20:03:17,707.31
Chef Phil's Deviled Eggs Recipe,japanese,dash,34.33,5.62,114.35,2022-10-16,20:31:11,154.3
Cherry Almond Crisp,american,dash,49.43,650.46,346.01,2022-10-16,20:37:26,1045.9
Cherry Garcia Paleo Milkshake with DIY Paleo Magic Hardshell recipes,american,paleo,5.57,59.44,21.59,2022-10-16,17:30:48,86.6
Cherry Tomato Zucchini Noodles,asian,vegan,11.46,39.76,14.13,2022-10-16,20:03:57,65.35
Cherry Tomato and Watermelon Salad,south american,dash,11.14,70.22,58.18,2022-10-16,20:38:33,139.54
Cherry-Grapefruit Basil Sorbet,american,dash,6.69,193.45,1.25,2022-10-16,20:33:24,201.39
Chess Pie,american,dash,31.15,430.47,134.83,2022-10-16,20:31:51,596.45
Chia Chipotle Dressing From 'Salad Samurai',american,vegan,3.5,34.27,31.23,2022-10-16,20:11:18,69.0
Chickadee - Spinach and Chick Peas,south american,dash,48.14,144.05,30.19,2022-10-16,20:36:19,222.38
Chicken & Cornmeal Dumplings,american,dash,86.0,105.24,80.77,2022-10-16,20:39:57,272.01
Chicken & Mushroom Ragout,mediterranean,dash,100.23,19.18,73.81,2022-10-16,20:38:54,193.22
Chicken & chorizo traybake,mediterranean,mediterranean,278.51,183.35,259.41,2022-10-16,16:46:11,721.27
"Chicken Adobo | Keto, Paleo",asian,keto,238.4,34.46,244.29,2022-10-16,18:02:24,517.15
"Chicken Alfredo Bake Recipe {Paleo, Clean Eating, Gluten-Free, Dairy-Free, Whole30} recipes",italian,keto,134.66,68.36,106.66,2022-10-16,18:03:11,309.68
"Chicken Alfredo Bake Recipe {Paleo, Clean Eating, Gluten-Free, Dairy-Free, Whole30} recipes",italian,paleo,134.66,68.36,106.66,2022-10-16,17:23:53,309.68
"Chicken Alfredo Spaghetti Squash Low-Carb, Keto",italian,keto,96.92,47.95,231.94,2022-10-16,18:07:30,376.81
Chicken And Avocado Salad,asian,dash,57.41,114.18,235.61,2022-10-16,20:36:59,407.2
Chicken Anticuchos,american,dash,119.55,29.61,79.74,2022-10-16,20:31:24,228.9
Chicken Avocado Burgers,nordic,paleo,97.13,35.1,101.67,2022-10-16,17:24:20,233.9
Chicken Avocado Burgers recipes,nordic,paleo,93.27,33.54,92.44,2022-10-16,17:25:40,219.25
Chicken Bulgur Pilaf,mediterranean,dash,296.78,342.32,322.5,2022-10-16,20:35:52,961.6
Chicken Chopped Mediterranean Salad with Feta Vinaigrette,mediterranean,mediterranean,92.17,48.22,126.85,2022-10-16,16:45:44,267.24
Chicken Creole,american,paleo,83.36,39.13,45.01,2022-10-16,17:28:40,167.5
"Chicken Curry with Bananas, Raisins, and Peanuts recipes",south east asian,dash,114.85,122.56,157.97,2022-10-16,20:39:30,395.38
Chicken Dippers Lunch,mediterranean,dash,51.68,5.47,25.19,2022-10-16,20:35:52,82.34
"Chicken Drumsticks - Keto, paleo and under an hour",american,keto,291.07,17.53,148.15,2022-10-16,18:06:40,456.75
Chicken Fajita Bar Party!,american,dash,366.0,68.53,154.22,2022-10-16,20:38:20,588.75
Chicken Fried Rice,chinese,dash,161.83,242.99,106.94,2022-10-16,20:31:38,511.76
Chicken Hash Recipe,french,mediterranean,145.1,112.03,134.68,2022-10-16,16:47:51,391.81
Chicken Jicama Slaw,mexican,paleo,112.36,32.53,118.16,2022-10-16,17:26:00,263.05
Chicken Marbella recipes,mediterranean,paleo,185.47,111.73,130.32,2022-10-16,17:29:34,427.52
Chicken Mediterranean Pizza,italian,mediterranean,189.16,525.3,209.89,2022-10-16,16:52:26,924.35
Chicken Mediterranean recipes,mediterranean,mediterranean,76.68,104.36,49.95,2022-10-16,16:52:12,230.99
Chicken Parmesan Casserole - Low Carb &,italian,keto,193.22,72.22,121.77,2022-10-16,18:03:45,387.21
"Chicken Parmesan With Zucchini Noodles (Grain Free, Paleo, Primal, Gaps, Gluten Free)",asian,paleo,326.04,104.56,155.59,2022-10-16,17:24:00,586.19
Chicken Parmesan with Broccolini,italian,dash,70.21,41.05,30.67,2022-10-16,20:38:00,141.93
Chicken Parmigiana (Keto/Gluten-free/Low-carb) recipes,italian,keto,248.2,64.35,171.14,2022-10-16,18:08:17,483.69
Chicken Pastilla,mediterranean,dash,205.32,191.6,203.38,2022-10-16,20:39:16,600.3
Chicken Pesto Discs recipes,italian,paleo,89.94,54.81,119.82,2022-10-16,17:24:06,264.57
Chicken Pot Pie Soup | Keto | Low carb recipe,american,keto,59.87,20.07,102.26,2022-10-16,18:08:17,182.2
Chicken Roulades (Keto-friendly!),italian,keto,92.87,25.36,124.34,2022-10-16,18:02:18,242.57
Chicken Salad Crostini with Pepitas and Cilantro,american,dash,99.16,171.5,275.33,2022-10-16,20:38:54,545.99
"Chicken Salad With Grapes, Apples And Cranberries recipe recipes",american,paleo,101.36,118.91,252.23,2022-10-16,17:25:54,472.5
Chicken Salad with Apples and Almonds recipes,american,paleo,240.46,40.33,201.22,2022-10-16,17:29:27,482.01
Chicken Salad with Apples and Cranberries,american,dash,73.48,192.44,123.08,2022-10-16,20:36:32,389.0
Chicken Salad with Asian Vinaigrette,asian,dash,108.51,31.19,39.27,2022-10-16,20:38:00,178.97
Chicken Sausage And Potato Skillet,american,dash,20.94,65.36,19.01,2022-10-16,20:32:18,105.31
"Chicken Sausage, Mashed Potatoes, and Baby Broccoli recipes",american,paleo,63.18,146.69,32.84,2022-10-16,17:24:40,242.71
"Chicken Sausage, Pepper And Onion Stoup With Tomato-Basil Gobble-'Ums",italian,mediterranean,107.95,347.26,143.44,2022-10-16,16:45:57,598.65
Chicken Shawarma on Pita recipes,middle eastern,paleo,237.66,213.88,158.28,2022-10-16,17:23:05,609.82
Chicken Sicilian,italian,dash,178.89,83.44,230.66,2022-10-16,20:33:18,492.99
"Chicken Skillet with Bacon Brussels Sprouts (Paleo, Whole30 + Keto)",italian,keto,284.3,60.25,99.57,2022-10-16,18:08:17,444.12
Chicken Souvlaki Kebabs with Mediterranean Couscous,mediterranean,mediterranean,132.49,123.37,61.32,2022-10-16,16:43:27,317.18
Chicken Souvlaki Salad,mediterranean,dash,105.26,42.11,96.52,2022-10-16,20:37:40,243.89
Chicken Souvlaki With Tzatziki Sauce and Greek Salad Recipe,mediterranean,mediterranean,288.73,236.89,176.56,2022-10-16,16:48:18,702.18
Chicken Stir Fry,chinese,dash,124.52,11.77,42.06,2022-10-16,20:34:11,178.35
Chicken Stir-Fry Lettuce Wraps,chinese,dash,112.82,59.38,56.02,2022-10-16,20:39:03,228.22
Chicken Stuffed with Spinach and Feta recipes,mediterranean,dash,136.76,10.28,46.96,2022-10-16,20:35:38,194.0
Chicken Taco Salad,mexican,dash,111.69,182.51,124.41,2022-10-16,20:40:10,418.61
Chicken Thighs Confit,mediterranean,mediterranean,226.06,20.76,1092.92,2022-10-16,16:48:18,1339.74
Chicken Yakitori,japanese,mediterranean,425.71,41.07,356.44,2022-10-16,16:50:46,823.22
Chicken ala Mediterranean,mediterranean,mediterranean,87.67,51.19,65.71,2022-10-16,16:50:52,204.57
Chicken and Dumplings,american,dash,274.06,134.61,211.06,2022-10-16,20:37:33,619.73
Chicken and Onion Kebabs,american,dash,185.38,167.8,36.71,2022-10-16,20:37:46,389.89
"Chicken and Waffles | Keto, Gluten Free",mediterranean,keto,281.57,261.91,512.6,2022-10-16,18:05:53,1056.08
Chicken and “Rice” Casserole (Grain-Free) recipes,south american,paleo,248.4,78.44,162.33,2022-10-16,17:23:53,489.17
Chicken appetizer,british,keto,167.65,124.1,306.51,2022-10-16,18:09:12,598.26
Chicken chow mein,italian,dash,98.55,134.91,37.38,2022-10-16,20:32:11,270.84
Chicken in Garlic-Vinegar Sauce,french,mediterranean,181.1,69.02,141.49,2022-10-16,16:47:44,391.61
Chicken with Apricot Dijon Mustard,french,dash,104.02,118.15,12.87,2022-10-16,20:32:31,235.04
Chicken with Black Bean Salsa,mexican,dash,47.6,34.91,18.33,2022-10-16,20:32:18,100.84
Chicken with Cherry Tomato and Olive Topping,american,mediterranean,155.25,10.07,31.41,2022-10-16,16:46:44,196.73
Chicken with Green Olives,mediterranean,dash,183.41,432.21,140.98,2022-10-16,20:39:57,756.6
Chicken with Mango Salsa,mexican,dash,250.16,65.49,52.86,2022-10-16,20:29:47,368.51
"Chicken with Olives, Caramelized Onions, and Sage",mediterranean,mediterranean,453.98,311.78,529.02,2022-10-16,16:45:24,1294.78
"Chicken with ham, spinach & pine nuts",british,mediterranean,530.63,75.37,212.81,2022-10-16,16:46:31,818.81
"Chicken, Sausage, and Red Pepper Paella",mediterranean,mediterranean,247.13,394.06,303.66,2022-10-16,16:48:04,944.85
"Chicken, Spring Pea and Farro Risotto with Lemon",italian,dash,77.06,66.69,32.36,2022-10-16,20:39:57,176.11
Chicken-Arugula Focaccia Sandwiches,italian,mediterranean,63.36,103.49,44.53,2022-10-16,16:44:36,211.38
Chicken-Garbanzo Salad,mediterranean,mediterranean,97.63,143.47,37.37,2022-10-16,16:47:31,278.47
Chickpea & Butternut Squash Soup,american,dash,43.03,182.75,93.72,2022-10-16,20:30:03,319.5
Chickpea & Jackfruit Curry,indian,vegan,45.55,246.68,68.46,2022-10-16,20:11:25,360.69
Chickpea & roasted parsnip curry,south east asian,vegan,80.48,352.46,142.46,2022-10-16,20:10:24,575.4
Chickpea Cashew Curry,indian,vegan,59.38,196.66,104.83,2022-10-16,20:11:32,360.87
Chickpea Miso Gravy Bowl with Sweet and Tangy Portobello Mushrooms recipes,japanese,vegan,32.73,191.92,39.61,2022-10-16,20:08:26,264.26
Chickpea Piccata,italian,vegan,39.19,142.48,14.77,2022-10-16,20:11:38,196.44
Chickpea Salad recipes,american,vegan,35.34,109.62,26.9,2022-10-16,20:08:06,171.86
Chickpea Salad with Cumin Vinaigrette Recipe,american,mediterranean,66.72,205.83,159.5,2022-10-16,16:47:51,432.05
Chickpea Spaghetti With Roasted Vegetables,italian,vegan,62.65,351.35,43.49,2022-10-16,20:11:45,457.49
Chickpea Spread,mediterranean,mediterranean,145.6,489.97,274.51,2022-10-16,16:46:37,910.08
Chickpea and Kale Curry,indian,vegan,34.63,104.0,98.87,2022-10-16,20:12:26,237.5
Chickpea patties,american,vegan,55.28,157.14,36.8,2022-10-16,20:11:04,249.22
"Chickpea, Chorizo & Spinach Soup",mediterranean,mediterranean,87.97,182.05,76.83,2022-10-16,16:47:24,346.85
"Chickpea, Potato, and Spinach Jalfrezi With Cilantro Chutney Recipe",indian,vegan,57.59,242.68,57.44,2022-10-16,20:12:12,357.71
"Chickpea, tomato & spinach curry",indian,vegan,79.3,242.05,65.03,2022-10-16,20:10:44,386.38
Chickpea-Farro Salad,eastern europe,mediterranean,53.42,184.36,41.09,2022-10-16,16:47:17,278.87
Chickpeas With Spring Greens (Vegan),american,vegan,39.1,139.69,22.25,2022-10-16,20:05:58,201.04
Chickpeas with Spinach,indian,mediterranean,198.07,208.61,102.58,2022-10-16,16:48:11,509.26
"Chilaquiles With Pepitas, Charred Corn, and Black Beans Recipe",american,vegan,73.23,371.82,160.37,2022-10-16,20:10:30,605.42
Chile Hold The Beans Add The Vegs,mexican,dash,117.27,71.13,26.36,2022-10-16,20:34:18,214.76
Chile Mustard Pork Kabobs,middle eastern,dash,15.83,20.59,77.1,2022-10-16,20:31:38,113.52
Chile-Salt Michelada,world,dash,1.21,10.95,0.06,2022-10-16,20:30:50,12.22
Chili Cheese Egg Bake recipes,american,dash,226.5,94.25,314.04,2022-10-16,20:33:11,634.79
Chili Fries Recipe,american,dash,116.64,210.6,190.5,2022-10-16,20:31:44,517.74
Chili Lime Black Bean and Quinoa Salad,american,vegan,75.94,358.72,75.25,2022-10-16,20:12:19,509.91
Chili Lime Cream Grilled Chicken recipes,american,paleo,310.17,22.85,129.07,2022-10-16,17:25:27,462.09
Chilled Avocado Soup,american,vegan,11.34,45.35,81.6,2022-10-16,20:06:25,138.29
Chilled spicy tahini noodle bowl,asian,vegan,147.05,367.86,120.65,2022-10-16,20:10:24,635.56
Chilli & avocado salsa sweet potatoes,mexican,vegan,46.0,212.41,40.19,2022-10-16,20:10:03,298.6
Chilli Paneer,indian,dash,58.34,97.07,20.16,2022-10-16,20:38:00,175.57
Chilli-charred Brussels sprouts,mediterranean,vegan,22.01,64.6,57.28,2022-10-16,20:09:30,143.89
"Chinese Bamboo Salad Recipe [Paleo, AIP, Keto]",chinese,keto,3.94,7.38,14.61,2022-10-16,18:07:10,25.93
Chinese Beef and Broccoli recipes,chinese,paleo,120.87,99.95,62.06,2022-10-16,17:24:40,282.88
Chinese Braised Shrimp E-Fu Noodles (伊麵 - Yee Mein),asian,dash,62.17,256.65,18.66,2022-10-16,20:38:20,337.48
"Chinese Chicken and Broccoli | Keto, Low Calorie",chinese,keto,232.64,63.01,46.03,2022-10-16,18:07:03,341.68
Chinese Lions Head Meatballs,chinese,dash,233.08,260.15,243.08,2022-10-16,20:33:44,736.31
Chinese Shrimp & Egg Flower Soup (蛋花湯),chinese,dash,75.51,116.87,43.08,2022-10-16,20:36:12,235.46
Chinese Vegetarian Chicken,chinese,dash,39.62,67.92,56.91,2022-10-16,20:34:38,164.45
Chinois Grilled Lamb Chops,chinese,dash,220.84,68.4,689.02,2022-10-16,20:38:27,978.26
Chipotle Flourless Chocolate Cake,mexican,dash,44.5,395.17,189.79,2022-10-16,20:34:38,629.46
Chipotle Flourless Chocolate Cake recipes,mexican,dash,44.5,395.17,189.79,2022-10-16,20:34:18,629.46
Chipotle Pulled Pork Stuffed Potatoes with Creamy Coleslaw recipes,american,paleo,32.47,235.85,91.26,2022-10-16,17:26:14,359.58
Chipotle Ranch Chicken Burgers {Paleo & Whole30} recipes,american,paleo,85.89,119.62,200.22,2022-10-16,17:23:46,405.73
Chipotle Ranch Egg Salad Wraps,american,dash,19.88,59.61,39.48,2022-10-16,20:36:52,118.97
Chipotle Roast Chicken,mexican,mediterranean,305.15,255.9,216.68,2022-10-16,16:48:58,777.73
Chipotle-Honey Roast Cauliflower with Basil,mediterranean,dash,13.16,90.45,43.85,2022-10-16,20:34:45,147.46
Chive Horseradish Keto Cauliflower Mash,british,keto,47.24,58.15,79.34,2022-10-16,18:03:52,184.73
Chive Vegan Cheese Spread and Veggie Crackers recipes,american,vegan,138.65,214.34,302.54,2022-10-16,20:08:13,655.53
Choc-cherry fudge torte with cherry sorbet,mediterranean,vegan,62.73,1054.37,159.57,2022-10-16,20:10:51,1276.67
Chocolate Almond Butter Cups,american,paleo,43.68,202.08,326.55,2022-10-16,17:23:39,572.31
Chocolate Almond Buttercream Cups | PALEO,american,paleo,27.72,280.99,138.5,2022-10-16,17:22:18,447.21
Chocolate Almond Coconut Fat Bombs,french,keto,24.61,45.84,351.68,2022-10-16,18:09:18,422.13
Chocolate And Peanut Butter Ice Cream Sandwiches recipes,american,dash,108.02,614.91,525.87,2022-10-16,20:39:09,1248.8
"Chocolate Berry Tart (Grain-Free, Paleo)",french,paleo,97.49,280.14,228.11,2022-10-16,17:23:12,605.74
Chocolate Cake with Chocolate-Orange Frosting,american,vegan,37.4,726.63,235.54,2022-10-16,20:08:40,999.57
Chocolate Cake with Chocolate-Orange Frosting recipes,american,vegan,37.4,726.63,235.54,2022-10-16,20:08:47,999.57
Chocolate Caramel Chia Pudding,british,paleo,145.04,1545.27,177.4,2022-10-16,17:24:26,1867.71
Chocolate Chia Seed Pudding,british,paleo,13.65,68.33,92.25,2022-10-16,17:25:54,174.23
Chocolate Chip Cake with Buttercream Icing (Vegan),american,vegan,50.97,1002.35,676.53,2022-10-16,20:03:17,1729.85
Chocolate Chip Cookie Ice Cream Sandwiches ~ The Paleo Mom,american,paleo,23.05,281.18,165.66,2022-10-16,17:23:12,469.89
Chocolate Chip Meringues with Strawberries,american,dash,4.63,46.28,3.72,2022-10-16,20:33:31,54.63
Chocolate Chip Pumpkin Bread,american,vegan,41.34,466.58,154.67,2022-10-16,20:03:57,662.59
"Chocolate Coconut Coffee Creamer {Paleo, Dairy-Free, Keto, Vegan}",american,keto,2.21,14.72,28.6,2022-10-16,18:08:17,45.53
Chocolate Coconut Ice Cream Mochi,american,vegan,45.56,469.36,233.65,2022-10-16,20:11:25,748.57
Chocolate Coconut Nests with Jelly Bean Eggs Recipe,french,dash,10.45,97.09,51.51,2022-10-16,20:32:18,159.05
Chocolate Coeurs a la Creme,french,dash,31.19,180.37,229.52,2022-10-16,20:33:51,441.08
Chocolate Covered Pears Poached in Mulled Wine,american,dash,11.36,255.41,122.76,2022-10-16,20:39:36,389.53
Chocolate Covered Stuffed Dates recipes,american,paleo,32.88,429.73,154.5,2022-10-16,17:24:53,617.11
Chocolate Cream Puffs with Salted Caramel Custard Filling,american,dash,62.7,588.39,235.07,2022-10-16,20:37:26,886.16
Chocolate Cupcakes with Vanilla Cream Cheese Frosting,american,dash,49.88,577.51,142.08,2022-10-16,20:39:09,769.47
Chocolate Custard (Paleo or Low Carb) recipes,french,paleo,36.84,126.43,159.07,2022-10-16,17:22:32,322.34
Chocolate Dipped Chocolate Meringue Cookies recipes,french,paleo,21.57,53.33,61.7,2022-10-16,17:23:39,136.6
Chocolate Drizzled Pumpkin Donuts,american,paleo,22.76,128.52,30.38,2022-10-16,17:24:40,181.66
Chocolate Hummus with Candied Bacon,mediterranean,dash,91.45,177.59,193.53,2022-10-16,20:29:47,462.57
